TIME,    0.000,    0.025,    0.050,    0.075,    0.100,    0.125,    0.150,    0.175,    0.200,    0.225,    0.250,    0.275,    0.300,    0.325,    0.350,    0.375,    0.400,    0.425,    0.450,    0.475,    0.500,    0.525,    0.550,    0.575,    0.600,    0.625,    0.650,    0.675,    0.700,    0.725,    0.750,    0.775,    0.800,    0.825,    0.850,    0.875,    0.900,    0.925,    0.950,    0.975,    1.000,    1.025,    1.050,    1.075,    1.100,    1.125,    1.150,    1.175,    1.200,    1.225,    1.250,    1.275,    1.300,    1.325,    1.350,    1.375,    1.400,    1.425,    1.450,    1.475,    1.500,    1.525,    1.550,    1.575,    1.600,    1.625,    1.650,    1.675,    1.700,    1.725,    1.750,    1.775,    1.800,    1.825,    1.850,    1.875,    1.900,    1.925,    1.950,    1.975,    2.000,    2.025,    2.050,    2.075,    2.100,    2.125,    2.150,    2.175,    2.200,    2.225,    2.250,    2.275,    2.300,    2.325,    2.350,    2.375,    2.400,    2.425,    2.450,    2.475,    2.500,    2.525,    2.550,    2.575,    2.600,    2.625,    2.650,    2.675,    2.700,    2.725,    2.750,    2.775,    2.800,    2.825,    2.850,    2.875,    2.900,    2.925,    2.950,    2.975,    3.000,    3.025,    3.050,    3.075,    3.100,    3.125,    3.150,    3.175,    3.200,    3.225,    3.250,    3.275,    3.300,    3.325,    3.350,    3.375,    3.400,    3.425,    3.450,    3.475,    3.500, 
TIB_195001_x,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
TIB_195001_y,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000, 
TIB_195001_z,   -0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,   -0.000,   -0.000,    0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000,   -0.000, 
TIB_195002_x,    0.997,    0.997,    0.997,    0.996,    0.996,    0.997,    0.997,    0.997,    0.997,    0.996,    0.996,    0.996,    0.996,    0.996,    0.996,    0.996,    0.996,    0.995,    0.995,    0.995,    0.995,    0.994,    0.994,    0.994,    0.993,    0.993,    0.993,    0.993,    0.992,    0.992,    0.992,    0.992,    0.992,    0.992,    0.992,    0.992,    0.992,    0.992,    0.992,    0.993,    0.993,    0.993,    0.993,    0.993,    0.993,    0.993,    0.993,    0.993,    0.993,    0.993,    0.993,    0.993,    0.993,    0.993,    0.993,    0.993,    0.994,    0.994,    0.994,    0.994,    0.994,    0.994,    0.994,    0.994,    0.994,    0.994,    0.994,    0.994,    0.994,    0.994,    0.994,    0.994,    0.994,    0.994,    0.994,    0.995,    0.995,    0.995,    0.995,    0.995,    0.995,    0.995,    0.995,    0.995,    0.995,    0.995,    0.996,    0.996,    0.996,    0.996,    0.996,    0.996,    0.996,    0.996,    0.997,    0.997,    0.997,    0.997,    0.997,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998, 
TIB_195002_y,    0.016,    0.018,    0.020,    0.021,    0.022,    0.022,    0.022,    0.023,    0.023,    0.024,    0.024,    0.025,    0.026,    0.026,    0.027,    0.028,    0.029,    0.030,    0.031,    0.032,    0.033,    0.034,    0.035,    0.036,    0.037,    0.038,    0.038,    0.039,    0.040,    0.040,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.040,    0.040,    0.040,    0.040,    0.039,    0.039,    0.039,    0.038,    0.038,    0.037,    0.037,    0.036,    0.036,    0.035,    0.034,    0.034,    0.033,    0.032,    0.031,    0.030,    0.029,    0.028,    0.027,    0.027,    0.026,    0.026,    0.025,    0.024,    0.024,    0.024,    0.023,    0.023,    0.022,    0.022,    0.021,    0.021,    0.020,    0.020,    0.019,    0.019,    0.018,    0.018,    0.018,    0.017,    0.017,    0.018,    0.018,    0.017,    0.017,    0.017,    0.017,    0.017,    0.017,    0.018,    0.018,    0.018,    0.019,    0.019,    0.019,    0.019,    0.019,    0.019,    0.019,    0.019,    0.019,    0.019,    0.019,    0.019,    0.019,    0.019,    0.019,    0.019,    0.019,    0.019,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.020,    0.019,    0.019,    0.019,    0.019,    0.019, 
TIB_195002_z,   -0.079,   -0.075,   -0.080,   -0.081,   -0.081,   -0.080,   -0.079,   -0.080,   -0.080,   -0.082,   -0.084,   -0.084,   -0.084,   -0.085,   -0.087,   -0.089,   -0.090,   -0.092,   -0.094,   -0.096,   -0.099,   -0.102,   -0.104,   -0.106,   -0.110,   -0.111,   -0.114,   -0.116,   -0.117,   -0.118,   -0.119,   -0.119,   -0.120,   -0.120,   -0.118,   -0.118,   -0.117,   -0.116,   -0.116,   -0.115,   -0.115,   -0.114,   -0.114,   -0.113,   -0.114,   -0.113,   -0.113,   -0.113,   -0.112,   -0.112,   -0.113,   -0.112,   -0.112,   -0.111,   -0.111,   -0.112,   -0.107,   -0.109,   -0.109,   -0.108,   -0.109,   -0.109,   -0.108,   -0.109,   -0.110,   -0.109,   -0.109,   -0.109,   -0.109,   -0.109,   -0.107,   -0.107,   -0.107,   -0.106,   -0.104,   -0.102,   -0.103,   -0.103,   -0.101,   -0.099,   -0.099,   -0.099,   -0.098,   -0.098,   -0.097,   -0.095,   -0.092,   -0.090,   -0.087,   -0.087,   -0.086,   -0.085,   -0.084,   -0.082,   -0.079,   -0.077,   -0.075,   -0.072,   -0.069,   -0.066,   -0.064,   -0.061,   -0.059,   -0.056,   -0.055,   -0.053,   -0.052,   -0.050,   -0.049,   -0.048,   -0.048,   -0.047,   -0.046,   -0.045,   -0.044,   -0.043,   -0.043,   -0.043,   -0.042,   -0.042,   -0.042,   -0.042,   -0.042,   -0.042,   -0.043,   -0.043,   -0.045,   -0.046,   -0.047,   -0.049,   -0.049,   -0.050,   -0.051,   -0.053,   -0.054,   -0.055,   -0.056,   -0.058,   -0.059,   -0.061,   -0.064, 
TIB_195003_x,   -0.012,   -0.015,   -0.016,   -0.017,   -0.018,   -0.019,   -0.019,   -0.019,   -0.020,   -0.020,   -0.021,   -0.021,   -0.022,   -0.022,   -0.023,   -0.024,   -0.025,   -0.026,   -0.026,   -0.027,   -0.028,   -0.029,   -0.030,   -0.031,   -0.032,   -0.032,   -0.033,   -0.034,   -0.034,   -0.034,   -0.035,   -0.035,   -0.035,   -0.035,   -0.035,   -0.035,   -0.035,   -0.034,   -0.034,   -0.034,   -0.034,   -0.033,   -0.033,   -0.033,   -0.032,   -0.032,   -0.031,   -0.031,   -0.030,   -0.030,   -0.029,   -0.028,   -0.027,   -0.027,   -0.026,   -0.025,   -0.024,   -0.023,   -0.022,   -0.022,   -0.021,   -0.020,   -0.020,   -0.019,   -0.019,   -0.018,   -0.018,   -0.018,   -0.017,   -0.017,   -0.016,   -0.016,   -0.015,   -0.015,   -0.014,   -0.014,   -0.014,   -0.013,   -0.013,   -0.013,   -0.013,   -0.013,   -0.013,   -0.013,   -0.013,   -0.013,   -0.013,   -0.013,   -0.013,   -0.014,   -0.014,   -0.014,   -0.015,   -0.015,   -0.015,   -0.015,   -0.015,   -0.015,   -0.016,   -0.016,   -0.016,   -0.016,   -0.016,   -0.016,   -0.016,   -0.017,   -0.017,   -0.017,   -0.017,   -0.017,   -0.017,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.018,   -0.017,   -0.017,   -0.017,   -0.017,   -0.017,   -0.016,   -0.016,   -0.016, 
TIB_195003_y,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.998,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999,    0.999, 
TIB_195003_z,    0.046,    0.046,    0.046,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.048,    0.048,    0.048,    0.048,    0.048,    0.048,    0.049,    0.049,    0.049,    0.049,    0.049,    0.050,    0.050,    0.050,    0.050,    0.050,    0.050,    0.050,    0.050,    0.050,    0.050,    0.050,    0.050,    0.050,    0.050,    0.050,    0.050,    0.049,    0.049,    0.049,    0.049,    0.049,    0.049,    0.049,    0.049,    0.049,    0.049,    0.049,    0.049,    0.049,    0.048,    0.048,    0.048,    0.048,    0.048,    0.048,    0.048,    0.048,    0.048,    0.048,    0.048,    0.048,    0.048,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.047,    0.046,    0.047,    0.047,    0.047,    0.047,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.045,    0.045,    0.045,    0.045,    0.045,    0.045,    0.045,    0.045,    0.045,    0.045,    0.045,    0.045,    0.045,    0.045,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046,    0.046, 
